LDA6Topic4,LDA9Topic2,LDA11Topic4,LDA11Topic10,LDA12Topic1,LDA12Topic2,LDA12Topic6,LDA12Topic11,LDA13Topic11,LDA14Topic10,LDA17Topic7,LDA17Topic12,LDA19Topic15
0.807692308,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.038461538,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.333333333,0.029411765,0.027027027,0.027027027,0.025641026
0.436416185,0.00286533,0.002849003,0.002849003,0.002840909,0.002840909,0.002840909,0.542613636,0.002832861,0.002824859,0.00280112,0.00280112,0.002785515
0.386792453,0.467889908,0.009009009,0.009009009,0.008928571,0.008928571,0.008928571,0.008928571,0.008849558,0.00877193,0.008547009,0.008547009,0.092436975
0.038461538,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.333333333,0.029411765,0.027027027,0.297297297,0.282051282
0.02173913,0.020408163,0.019607843,0.019607843,0.788461538,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.01754386,0.01754386,0.016949153
0.011627907,0.348314607,0.450549451,0.450549451,0.010869565,0.010869565,0.010869565,0.010869565,0.010752688,0.010638298,0.010309278,0.010309278,0.01010101
0.360465116,0.011235955,0.340659341,0.010989011,0.010869565,0.010869565,0.010869565,0.22826087,0.010752688,0.010638298,0.010309278,0.010309278,0.01010101
0.539473684,0.012658228,0.012345679,0.012345679,0.012195122,0.012195122,0.012195122,0.012195122,0.012048193,0.011904762,0.011494253,0.011494253,0.348314607
0.038461538,0.034482759,0.677419355,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.567567568,0.025641026
0.0625,0.052631579,0.523809524,0.047619048,0.045454545,0.045454545,0.045454545,0.045454545,0.043478261,0.041666667,0.037037037,0.037037037,0.034482759
0.109042553,0.345646438,0.002624672,0.002624672,0.002617801,0.002617801,0.866492147,0.002617801,0.002610966,0.341145833,0.002583979,0.002583979,0.002570694
0.056122449,0.306532663,0.004975124,0.004975124,0.004950495,0.004950495,0.45049505,0.45049505,0.004926108,0.004901961,0.004830918,0.246376812,0.004784689
0.0625,0.052631579,0.047619048,0.047619048,0.045454545,0.045454545,0.045454545,0.045454545,0.043478261,0.041666667,0.407407407,0.037037037,0.034482759
0.027777778,0.025641026,0.756097561,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.022727273,0.021276596,0.021276596,0.020408163
0.027777778,0.025641026,0.024390244,0.024390244,0.023809524,0.261904762,0.023809524,0.023809524,0.023255814,0.022727273,0.021276596,0.446808511,0.224489796
0.02173913,0.020408163,0.803921569,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.01754386,0.01754386,0.016949153
0.227748691,0.114012185,0.165942659,0.600347524,0.000868056,0.000868056,0.000868056,0.000868056,0.000867303,0.000866551,0.000864304,0.000864304,0.000862813
0.00862069,0.008403361,0.008264463,0.008264463,0.008196721,0.008196721,0.008196721,0.008196721,0.008130081,0.008064516,0.007874016,0.007874016,0.782945736
0.027777778,0.025641026,0.024390244,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.25,0.021276596,0.021276596,0.224489796
0.006410256,0.006289308,0.00621118,0.254658385,0.00617284,0.74691358,0.00617284,0.00617284,0.006134969,0.006097561,0.005988024,0.005988024,0.00591716
0.005102041,0.75879397,0.004975124,0.054726368,0.004950495,0.004950495,0.004950495,0.202970297,0.004926108,0.004901961,0.004830918,0.004830918,0.004784689
0.005102041,0.959798995,0.800995025,0.004975124,0.004950495,0.004950495,0.004950495,0.054455446,0.004926108,0.004901961,0.004830918,0.053140097,0.004784689
0.423076923,0.379310345,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.007936508,0.240310078,0.312977099,0.312977099,0.007575758,0.007575758,0.007575758,0.007575758,0.007518797,0.007462687,0.00729927,0.00729927,0.223021583
0.038461538,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.538461538
0.003759398,0.003717472,0.003690037,0.520295203,0.003676471,0.003676471,0.224264706,0.003676471,0.003663004,0.405109489,0.003610108,0.003610108,0.003584229
0.115969582,0.190926276,0.001883239,0.001883239,0.001879699,0.565789474,0.039473684,0.020676692,0.001876173,0.020599251,0.001862197,0.188081937,0.001855288
0.013157895,0.012658228,0.012345679,0.012345679,0.012195122,0.012195122,0.012195122,0.012195122,0.012048193,0.011904762,0.011494253,0.011494253,0.797752809
0.038461538,0.724137931,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.947916667,0.01010101,0.00990099,0.00990099,0.009803922,0.009803922,0.009803922,0.009803922,0.009708738,0.009615385,0.009345794,0.009345794,0.009174312
0.427083333,0.01010101,0.00990099,0.00990099,0.009803922,0.009803922,0.009803922,0.303921569,0.009708738,0.009615385,0.009345794,0.009345794,0.009174312
0.017857143,0.016949153,0.016393443,0.016393443,0.822580645,0.016129032,0.016129032,0.016129032,0.015873016,0.015625,0.014925373,0.014925373,0.014492754
0.038461538,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.538461538
0.001766784,0.019332162,0.45709282,0.001751313,0.001748252,0.001748252,0.421328671,0.001748252,0.001745201,0.297909408,0.001733102,0.001733102,0.001727116
0.807692308,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.038461538,0.724137931,0.677419355,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.017857143,0.355932203,0.016393443,0.508196721,0.016129032,0.016129032,0.016129032,0.016129032,0.015873016,0.015625,0.014925373,0.014925373,0.014492754
0.181034483,0.764705882,0.752066116,0.008264463,0.008196721,0.008196721,0.008196721,0.008196721,0.008130081,0.008064516,0.007874016,0.007874016,0.007751938
0.353448276,0.008403361,0.008264463,0.008264463,0.008196721,0.008196721,0.581967213,0.008196721,0.008130081,0.008064516,0.007874016,0.007874016,0.007751938
0.807692308,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.979674797,0.004016064,0.003984064,0.003984064,0.003968254,0.003968254,0.003968254,0.003968254,0.003952569,0.003937008,0.003891051,0.003891051,0.003861004
0.038461538,0.724137931,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.017857143,0.525423729,0.016393443,0.016393443,0.016129032,0.016129032,0.016129032,0.016129032,0.174603175,0.015625,0.014925373,0.313432836,0.014492754
0.027777778,0.282051282,0.268292683,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.022727273,0.234042553,0.021276596,0.428571429
0.02173913,0.020408163,0.019607843,0.019607843,0.788461538,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.01754386,0.01754386,0.016949153
0.038461538,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.538461538
0.017857143,0.016949153,0.180327869,0.672131148,0.016129032,0.016129032,0.016129032,0.016129032,0.015873016,0.015625,0.014925373,0.014925373,0.014492754
0.050480769,0.002386635,0.002375297,0.002375297,0.002369668,0.926540284,0.002369668,0.002369668,0.002364066,0.002358491,0.00234192,0.00234192,0.002331002
0.015151515,0.014492754,0.85915493,0.014084507,0.013888889,0.013888889,0.013888889,0.013888889,0.01369863,0.148648649,0.012987013,0.012987013,0.012658228
0.013157895,0.012658228,0.012345679,0.012345679,0.012195122,0.012195122,0.012195122,0.012195122,0.012048193,0.011904762,0.011494253,0.011494253,0.573033708
0.408967391,0.00135318,0.365721997,0.149797571,0.001347709,0.001347709,0.001347709,0.001347709,0.001345895,0.001344086,0.001338688,0.001338688,0.001335113
0.001865672,0.001855288,0.075785582,0.001848429,0.001845018,0.001845018,0.001845018,0.001845018,0.001841621,0.001838235,0.001828154,0.001828154,0.857923497
0.054404145,0.362467866,0.028132992,0.002557545,0.206632653,0.308673469,0.00255102,0.079081633,0.002544529,0.027918782,0.002518892,0.002518892,0.002506266
0.02173913,0.020408163,0.215686275,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.574074074,0.01754386,0.01754386,0.016949153
0.0625,0.052631579,0.047619048,0.047619048,0.045454545,0.045454545,0.045454545,0.045454545,0.043478261,0.041666667,0.037037037,0.037037037,0.034482759
0.088983051,0.046025105,0.004149378,0.004149378,0.004132231,0.004132231,0.128099174,0.004132231,0.66255144,0.004098361,0.004048583,0.004048583,0.004016064
0.476744186,0.011235955,0.010989011,0.120879121,0.010869565,0.010869565,0.336956522,0.119565217,0.010752688,0.010638298,0.010309278,0.010309278,0.01010101
0.005102041,0.055276382,0.004975124,0.950248756,0.004950495,0.004950495,0.004950495,0.004950495,0.004926108,0.004901961,0.004830918,0.004830918,0.004784689
0.017857143,0.86440678,0.016393443,0.016393443,0.016129032,0.016129032,0.177419355,0.661290323,0.015873016,0.171875,0.014925373,0.164179104,0.014492754
0.318181818,0.014492754,0.154929577,0.014084507,0.013888889,0.013888889,0.430555556,0.013888889,0.01369863,0.013513514,0.012987013,0.012987013,0.012658228
0.015151515,0.304347826,0.014084507,0.014084507,0.013888889,0.569444444,0.013888889,0.013888889,0.01369863,0.013513514,0.012987013,0.012987013,0.012658228
0.470338983,0.380753138,0.377593361,0.004149378,0.004132231,0.004132231,0.128099174,0.004132231,0.004115226,0.004098361,0.004048583,0.004048583,0.004016064
0.02173913,0.020408163,0.019607843,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.01754386,0.01754386,0.694915254
0.0625,0.052631579,0.047619048,0.047619048,0.045454545,0.045454545,0.045454545,0.045454545,0.043478261,0.041666667,0.037037037,0.037037037,0.034482759
0.005376344,0.005291005,0.005235602,0.005235602,0.578125,0.213541667,0.005208333,0.161458333,0.005181347,0.005154639,0.005076142,0.005076142,0.005025126
0.001305483,0.00130039,0.014267185,0.001297017,0.001295337,0.001295337,0.001295337,0.001295337,0.001293661,0.00129199,0.001287001,0.001287001,0.951219512
0.013157895,0.012658228,0.50617284,0.012345679,0.012195122,0.012195122,0.012195122,0.012195122,0.012048193,0.011904762,0.011494253,0.126436782,0.348314607
0.038461538,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.934210526,0.012658228,0.012345679,0.012345679,0.012195122,0.012195122,0.012195122,0.012195122,0.012048193,0.011904762,0.011494253,0.011494253,0.011235955
0.000984252,0.000981354,0.000979432,0.000979432,0.000978474,0.000978474,0.000978474,0.000978474,0.000977517,0.000976563,0.984420643,0.00097371,0.000971817
0.456521739,0.020408163,0.019607843,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.192982456,0.01754386,0.016949153
0.015151515,0.304347826,0.154929577,0.014084507,0.291666667,0.152777778,0.013888889,0.152777778,0.01369863,0.013513514,0.012987013,0.012987013,0.012658228
0.891304348,0.020408163,0.019607843,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.01754386,0.01754386,0.016949153
0.011627907,0.573033708,0.56043956,0.120879121,0.010869565,0.010869565,0.010869565,0.336956522,0.010752688,0.010638298,0.113402062,0.010309278,0.01010101
0.14305949,0.043723554,0.00140647,0.170182841,0.001404494,0.001404494,0.254213483,0.001404494,0.281907433,0.00140056,0.126917713,0.043235704,0.015299026
0.027777778,0.025641026,0.024390244,0.024390244,0.023809524,0.023809524,0.023809524,0.738095238,0.023255814,0.022727273,0.021276596,0.021276596,0.020408163
0.00462963,0.00456621,0.954751131,0.004524887,0.004504505,0.004504505,0.004504505,0.004504505,0.004484305,0.004464286,0.004405286,0.004405286,0.004366812
0.027777778,0.025641026,0.024390244,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.255813953,0.022727273,0.021276596,0.234042553,0.632653061
0.456521739,0.020408163,0.019607843,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.01754386,0.368421053,0.355932203
0.669811321,0.19266055,0.009009009,0.099099099,0.008928571,0.008928571,0.008928571,0.008928571,0.008849558,0.00877193,0.008547009,0.008547009,0.176470588
0.02173913,0.020408163,0.803921569,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.01754386,0.01754386,0.016949153
0.002590674,0.208226221,0.25831202,0.079283887,0.00255102,0.589285714,0.130102041,0.00255102,0.002544529,0.002538071,0.002518892,0.002518892,0.002506266
0.060693642,0.1747851,0.002849003,0.002849003,0.002840909,0.002840909,0.088068182,0.002840909,0.002832861,0.765536723,0.00280112,0.00280112,0.002785515
0.244186047,0.011235955,0.67032967,0.010989011,0.010869565,0.010869565,0.010869565,0.010869565,0.010752688,0.010638298,0.113402062,0.010309278,0.01010101
0.02173913,0.224489796,0.607843137,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.01754386,0.01754386,0.016949153
0.00862069,0.512605042,0.008264463,0.008264463,0.008196721,0.008196721,0.008196721,0.008196721,0.008130081,0.008064516,0.244094488,0.007874016,0.395348837
0.015151515,0.014492754,0.85915493,0.014084507,0.013888889,0.013888889,0.013888889,0.013888889,0.01369863,0.013513514,0.012987013,0.012987013,0.012658228
0.109042553,0.081794195,0.002624672,0.606299213,0.002617801,0.002617801,0.185863874,0.002617801,0.002610966,0.002604167,0.002583979,0.002583979,0.002570694
0.807692308,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.02173913,0.836734694,0.019607843,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.01754386,0.01754386,0.016949153
0.011627907,0.011235955,0.010989011,0.010989011,0.010869565,0.010869565,0.880434783,0.010869565,0.010752688,0.010638298,0.010309278,0.010309278,0.111111111
0.129746835,0.285266458,0.439252336,0.003115265,0.00310559,0.00310559,0.096273292,0.00310559,0.250773994,0.00308642,0.125382263,0.52293578,0.003039514
0.038461538,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.538461538
0.017857143,0.016949153,0.836065574,0.016393443,0.016129032,0.016129032,0.016129032,0.016129032,0.015873016,0.015625,0.014925373,0.014925373,0.014492754
0.29245283,0.009174312,0.099099099,0.63963964,0.008928571,0.008928571,0.008928571,0.008928571,0.008849558,0.00877193,0.008547009,0.008547009,0.092436975
0.553571429,0.355932203,0.344262295,0.016393443,0.016129032,0.016129032,0.016129032,0.016129032,0.015873016,0.171875,0.014925373,0.014925373,0.014492754
0.006849315,0.006711409,0.006622517,0.006622517,0.006578947,0.006578947,0.927631579,0.006578947,0.006535948,0.006493506,0.006369427,0.006369427,0.006289308
0.004854369,0.004784689,0.004739336,0.004739336,0.004716981,0.004716981,0.004716981,0.004716981,0.004694836,0.004672897,0.004608295,0.004608295,0.826484018
0.010416667,0.313131313,0.405940594,0.00990099,0.009803922,0.5,0.009803922,0.009803922,0.009708738,0.009615385,0.009345794,0.009345794,0.009174312
0.085365854,0.24497992,0.003984064,0.003984064,0.003968254,0.003968254,0.003968254,0.638888889,0.003952569,0.003937008,0.003891051,0.003891051,0.003861004
0.6875,0.052631579,0.047619048,0.047619048,0.045454545,0.045454545,0.045454545,0.045454545,0.043478261,0.041666667,0.037037037,0.037037037,0.034482759
0.825581395,0.011235955,0.010989011,0.010989011,0.119565217,0.010869565,0.010869565,0.119565217,0.010752688,0.010638298,0.010309278,0.010309278,0.01010101
0.038461538,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.297297297,0.027027027,0.282051282
0.239130435,0.020408163,0.019607843,0.019607843,0.019230769,0.019230769,0.019230769,0.596153846,0.018867925,0.018518519,0.01754386,0.01754386,0.016949153
0.088983051,0.0041841,0.294605809,0.087136929,0.004132231,0.004132231,0.045454545,0.004132231,0.004115226,0.004098361,0.408906883,0.004048583,0.204819277
0.0625,0.052631579,0.047619048,0.047619048,0.045454545,0.045454545,0.045454545,0.5,0.043478261,0.041666667,0.037037037,0.037037037,0.034482759
0.009433962,0.559633028,0.009009009,0.009009009,0.008928571,0.008928571,0.008928571,0.1875,0.008849558,0.00877193,0.008547009,0.008547009,0.008403361
0.010416667,0.01010101,0.00990099,0.207920792,0.009803922,0.5,0.009803922,0.009803922,0.009708738,0.009615385,0.009345794,0.009345794,0.009174312
0.027777778,0.025641026,0.024390244,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.022727273,0.021276596,0.021276596,0.632653061
0.910714286,0.016949153,0.016393443,0.016393443,0.016129032,0.016129032,0.016129032,0.016129032,0.015873016,0.015625,0.014925373,0.014925373,0.014492754
0.003623188,0.075268817,0.039145907,0.003558719,0.003546099,0.003546099,0.606382979,0.003546099,0.074204947,0.003521127,0.003484321,0.003484321,0.003460208
0.027777778,0.025641026,0.024390244,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.25,0.021276596,0.021276596,0.020408163
0.0625,0.052631579,0.047619048,0.047619048,0.045454545,0.045454545,0.045454545,0.045454545,0.043478261,0.041666667,0.037037037,0.037037037,0.034482759
0.00862069,0.260504202,0.338842975,0.008264463,0.008196721,0.008196721,0.008196721,0.254098361,0.008130081,0.008064516,0.007874016,0.322834646,0.317829457
0.027777778,0.025641026,0.756097561,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.022727273,0.021276596,0.021276596,0.020408163
0.608433735,0.00591716,0.005847953,0.005847953,0.005813953,0.005813953,0.005813953,0.412790698,0.005780347,0.005747126,0.005649718,0.005649718,0.005586592
0.006849315,0.140939597,0.139072848,0.006622517,0.006578947,0.730263158,0.006578947,0.072368421,0.006535948,0.006493506,0.006369427,0.006369427,0.006289308
0.239130435,0.020408163,0.019607843,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.543859649,0.01754386,0.016949153
0.027777778,0.538461538,0.512195122,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.022727273,0.021276596,0.021276596,0.224489796
0.969879518,0.00591716,0.005847953,0.005847953,0.005813953,0.005813953,0.005813953,0.005813953,0.005780347,0.005747126,0.005649718,0.005649718,0.061452514
0.001154734,0.403912543,0.288174512,0.001148106,0.287844037,0.264908257,0.001146789,0.058486239,0.001145475,0.001144165,0.001140251,0.001140251,0.001137656
0.807692308,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.807692308,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.02173913,0.020408163,0.215686275,0.215686275,0.019230769,0.211538462,0.019230769,0.211538462,0.018867925,0.203703704,0.01754386,0.01754386,0.016949153
0.038461538,0.034482759,0.35483871,0.032258065,0.03125,0.03125,0.34375,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.809322034,0.0041841,0.045643154,0.004149378,0.004132231,0.004132231,0.004132231,0.004132231,0.004115226,0.004098361,0.004048583,0.004048583,0.124497992
0.028150134,0.001335113,0.014647137,0.001331558,0.001329787,0.001329787,0.918882979,0.001329787,0.041168659,0.00132626,0.001321004,0.001321004,0.001317523
0.027777778,0.794871795,0.512195122,0.024390244,0.023809524,0.023809524,0.023809524,0.261904762,0.023255814,0.022727273,0.021276596,0.234042553,0.020408163
0.005376344,0.005291005,0.633507853,0.319371728,0.005208333,0.005208333,0.005208333,0.005208333,0.005181347,0.005154639,0.005076142,0.005076142,0.005025126
0.575471698,0.009174312,0.009009009,0.369369369,0.008928571,0.008928571,0.008928571,0.008928571,0.008849558,0.00877193,0.008547009,0.008547009,0.008403361
0.011627907,0.011235955,0.450549451,0.010989011,0.010869565,0.010869565,0.010869565,0.010869565,0.010752688,0.010638298,0.010309278,0.010309278,0.414141414
0.391025641,0.006289308,0.00621118,0.00621118,0.00617284,0.00617284,0.5,0.00617284,0.006134969,0.006097561,0.005988024,0.125748503,0.00591716
0.375,0.016949153,0.016393443,0.016393443,0.016129032,0.016129032,0.016129032,0.016129032,0.015873016,0.015625,0.462686567,0.014925373,0.014492754
0.010416667,0.01010101,0.00990099,0.405940594,0.009803922,0.009803922,0.205882353,0.009803922,0.009708738,0.009615385,0.009345794,0.009345794,0.009174312
0.0625,0.052631579,0.523809524,0.047619048,0.045454545,0.045454545,0.5,0.045454545,0.043478261,0.041666667,0.407407407,0.037037037,0.034482759
0.00273224,0.111111111,0.002695418,0.002695418,0.002688172,0.325268817,0.002688172,0.620967742,0.002680965,0.002673797,0.00265252,0.00265252,0.002638522
0.00297619,0.002949853,0.002932551,0.002932551,0.002923977,0.002923977,0.002923977,0.002923977,0.965014577,0.002906977,0.002881844,0.002881844,0.088825215
0.166666667,0.014492754,0.154929577,0.014084507,0.013888889,0.013888889,0.013888889,0.569444444,0.01369863,0.013513514,0.012987013,0.012987013,0.012658228
0.038461538,0.724137931,0.032258065,0.032258065,0.03125,0.03125,0.65625,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.011627907,0.011235955,0.010989011,0.010989011,0.010869565,0.010869565,0.663043478,0.010869565,0.010752688,0.010638298,0.010309278,0.010309278,0.01010101
0.011627907,0.235955056,0.010989011,0.010989011,0.010869565,0.010869565,0.663043478,0.010869565,0.010752688,0.010638298,0.010309278,0.010309278,0.01010101
0.011627907,0.573033708,0.56043956,0.010989011,0.010869565,0.010869565,0.22826087,0.445652174,0.010752688,0.117021277,0.010309278,0.216494845,0.01010101
0.934210526,0.012658228,0.012345679,0.012345679,0.012195122,0.012195122,0.012195122,0.012195122,0.012048193,0.011904762,0.011494253,0.011494253,0.011235955
0.181034483,0.344537815,0.752066116,0.008264463,0.008196721,0.008196721,0.008196721,0.008196721,0.008130081,0.008064516,0.007874016,0.007874016,0.007751938
0.220950704,0.027216857,0.219982472,0.000876424,0.000875657,0.000875657,0.035901926,0.000875657,0.482064742,0.000874126,0.009590235,0.00087184,0.000870322
0.02173913,0.224489796,0.215686275,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.543859649,0.01754386,0.016949153
0.072438163,0.001757469,0.807355517,0.106830123,0.001748252,0.001748252,0.001748252,0.001748252,0.001745201,0.00174216,0.001733102,0.001733102,0.001727116
0.02173913,0.020408163,0.019607843,0.019607843,0.788461538,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.01754386,0.01754386,0.016949153
0.082446809,0.794195251,0.763779528,0.002624672,0.002617801,0.002617801,0.002617801,0.002617801,0.002610966,0.002604167,0.002583979,0.002583979,0.079691517
0.006849315,0.006711409,0.006622517,0.006622517,0.006578947,0.006578947,0.006578947,0.006578947,0.006535948,0.006493506,0.006369427,0.006369427,0.823899371
0.094036697,0.002277904,0.841269841,0.002267574,0.002262443,0.002262443,0.047511312,0.002262443,0.002257336,0.002252252,0.002237136,0.002237136,0.002227171
0.198717949,0.06918239,0.00621118,0.00621118,0.314814815,0.067901235,0.00617284,0.37654321,0.006134969,0.006097561,0.005988024,0.005988024,0.00591716
0.002590674,0.002570694,0.002557545,0.002557545,0.028061224,0.691326531,0.00255102,0.130102041,0.129770992,0.154822335,0.002518892,0.002518892,0.002506266
0.456521739,0.020408163,0.019607843,0.019607843,0.019230769,0.019230769,0.019230769,0.019230769,0.018867925,0.018518519,0.01754386,0.01754386,0.016949153
0.015151515,0.014492754,0.014084507,0.577464789,0.013888889,0.013888889,0.013888889,0.013888889,0.287671233,0.013513514,0.012987013,0.012987013,0.012658228
0.910714286,0.016949153,0.016393443,0.016393443,0.016129032,0.016129032,0.016129032,0.016129032,0.015873016,0.015625,0.014925373,0.014925373,0.014492754
0.807692308,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.236111111,0.141552511,0.004524887,0.004524887,0.004504505,0.004504505,0.545045045,0.004504505,0.004484305,0.004464286,0.136563877,0.004405286,0.004366812
0.027777778,0.282051282,0.268292683,0.024390244,0.023809524,0.023809524,0.023809524,0.5,0.023255814,0.022727273,0.021276596,0.021276596,0.020408163
0.00862069,0.176470588,0.008264463,0.008264463,0.008196721,0.745901639,0.008196721,0.008196721,0.008130081,0.008064516,0.007874016,0.007874016,0.007751938
0.375,0.016949153,0.016393443,0.016393443,0.016129032,0.016129032,0.016129032,0.5,0.015873016,0.015625,0.014925373,0.014925373,0.014492754
0.027777778,0.025641026,0.756097561,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.022727273,0.021276596,0.021276596,0.020408163
0.038461538,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.538461538
0.0625,0.052631579,0.047619048,0.047619048,0.5,0.045454545,0.045454545,0.045454545,0.043478261,0.041666667,0.037037037,0.037037037,0.034482759
0.807692308,0.034482759,0.032258065,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.075682382,0.001236094,0.210850801,0.198520345,0.001231527,0.001231527,0.001231527,0.001231527,0.001230012,0.455773956,0.050183599,0.00122399,0.001221001
0.004424779,0.004366812,0.004329004,0.004329004,0.86637931,0.004310345,0.004310345,0.004310345,0.004291845,0.004273504,0.004219409,0.004219409,0.0041841
0.091928251,0.40311804,0.445676275,0.002217295,0.002212389,0.002212389,0.002212389,0.024336283,0.002207506,0.002202643,0.308533917,0.527352298,0.002178649
0.038461538,0.724137931,0.677419355,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.027027027,0.025641026
0.154411765,0.007194245,0.716312057,0.007092199,0.007042254,0.007042254,0.007042254,0.007042254,0.006993007,0.006944444,0.142857143,0.142857143,0.073825503
0.304511278,0.003717472,0.003690037,0.077490775,0.003676471,0.003676471,0.003676471,0.555147059,0.47985348,0.003649635,0.003610108,0.003610108,0.003584229
0.038461538,0.034482759,0.35483871,0.032258065,0.03125,0.03125,0.03125,0.03125,0.03030303,0.029411765,0.027027027,0.297297297,0.025641026
0.027777778,0.025641026,0.024390244,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.022727273,0.021276596,0.021276596,0.632653061
0.027777778,0.025641026,0.756097561,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.022727273,0.021276596,0.021276596,0.020408163
0.0625,0.052631579,0.047619048,0.047619048,0.045454545,0.045454545,0.045454545,0.045454545,0.043478261,0.041666667,0.037037037,0.037037037,0.034482759
0.007352941,0.079136691,0.007092199,0.858156028,0.007042254,0.007042254,0.007042254,0.007042254,0.006993007,0.076388889,0.006802721,0.006802721,0.006711409
0.027777778,0.025641026,0.024390244,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.022727273,0.021276596,0.021276596,0.020408163
0.027777778,0.794871795,0.268292683,0.024390244,0.023809524,0.023809524,0.023809524,0.023809524,0.023255814,0.022727273,0.021276596,0.021276596,0.020408163
