Topics,DuplicateRoleUnitary,LaunRemDelegACL,FilterGlobalRoles,RemoveOgu,UpdateOGUConfirmation,RemoveACL,ShowMatchingOffices,UnlockOfficePop,UpdateOGUStep2,RemoveAttribute,UpdateOGUStep1,AssignACLStep3,AddOfficeDodFinish,RemoveDataToAcl,AddNewVLoginArea,AddDelegateVla,FilterRecPtsByOgu,DelRolesStep1,CreateSAP,DelRolesStep2,RemoveVLoginAreas,RefreshReports,RemoveAclLaunch,AssignACLtoRole,DuplicateSAPCmd,DisplayPrefValueConsumers,DisplayRelatedACL,AddApplication,FindAppInTree,CreateDataListStep1,UpdateOfficeProfile,CopyUser,DuplicateToUsrConfirmation,SearchOffice,EnterRmACLtoRole,DisplaySAP,SubmitExportApp,DisplayOneOffice,DisplayACLPartnerships,ChooseOrganization,FilterMetagroups,SaveAddRemoveSubRole,DisplayOnePartner,CreateSubAppACL,DisplayWebsOrg,UpdateAttribute,UpdateAppPop,StopBSPLink,RemoveSelectedDvla,DuplicateUser,SaveSignsTemplate,AcceptPartnership,ViewAssignUserPref,UpdateRoleStep1,ViewEditVLoginArea,SearchACLForDelegACL,EnterCreateData,RemoveACLtoRole,SetAsDefault,PopupEditDirectTFARule,UnLockDisplayedUser,SearchRoleForDelegACL,CreateACLConfirmation,FilterDataInTree,FilterUsrLoginAreas,SubmitExportSigns,DelegateVla,FilterByAppACL,SaveUserProfileSettings,RemoveVLoginArea,WarningDeleteUser,SaveTemplate,DelACLStep2,FilterConsumerUser,SearchAvailableData,DelACLStep1,TpfMassImport,SaveDelegatedVla,DeletePermPop,DisplayDelegatedACLsForCons,LoadOfficesTempl,AddSAPCmd,CreatePrefPop,MoveOgu,FilterRolesForApp,SearchACLForApp,LockOffice,DeleteDisplayedUser,SearchInTree,DelegateACLConf3,DelegateACLConf2,DelegateACLConf1,DisplayGeneratedACLsForCons,DuplicateFromExistingUser1,CreateOrgaBackStep3,AddDatatoDataList,AssignAcl1,FilterAssignACLStep2,CreateData,AssignAcl2,ModifyValidity,SelectOrgaOrDescr,FilterByApp,FilterDelPtsByOrg,UnLockUser,UpdateOneOrgaConfirmation,ConfirmDeleteDVLA,ManageMetagroup,UpdateLogAreaIndic,DuplicateToExistingUser1,FilterOneRolePerms,LoadOrgaTree,DeleteOfficesTempl,ConfirmDeleteVLA,AddOfficesToOrga,FilterLoginArea,DisplayRolesForPerm,CreateAclForRole2,AddVLoginArea,PopupAddNewAppSecuRule,FilterConsumerOffice,FilterDatasForApp,CreateLoginArea,DeleteOneAppData,EditLoginArea,LaunchNewSchedule,CreateDataList,ConfirmCreatePerm,CreatePerm,CreateOrgaBackStep2,UpdateUserDetails,SaveAddRemovePermissions,StartBSPLink,DeleteOfficeMask,DupConfirm3,ResetPwdUnlock,DisplayACLConsumers,EnterAssignACL,DeletePermission,RemoveRoleToComposite,OneUserRoleDetails,SearchGlobalRolesACL,SearchInheritedTFARule,ViewDvlaConsumers,ShowRequestDetails,AssignRoleAclConfirmation1,AssignRoleAclConfirmation2,AssignRoleAclConfirmation3,NotifyDisplayedUser,CreateOrgaStep2,RemoveDatafrDataList,AddRmPermissions,RSOoneUser,CreateGlobalRole,EnterFileDownload,CreateAddData,UpdateRole,ViewDetailsdod,RemoveOneUserRole,AddWebsOrg,CreateOfficeMask,AuthenticationHistorySearch,SearchRoleForAssignRoleAcl,DelegateACL1,CreateAclForRole,DelegateACL3,DelegateACL2,DeleteTemplate,UpdateOrgaProfile,CreateDataButton,EnterDispDataDetails,CreatePref,NewExportSchedule,CreateUser,LoadTemplate,DuplicateRoleCompositeGlobal,SrcMaskOffice,ConfirmCreateSubApp,SaveVLoginArea,RemoveApplication,SubmitExportOffices,ManageAppRole,AdminOguStep2,AdminOguStep1,SearchUsr,CreateOrgaStep4,LinkCreateOrga,VdtDuplicateGuiRule,SaveRightsTemplate,UpdateDatalist,DeletePartnership,LockUser,AddRoleToComposite,LockDisplayedUser,FilterOffices,CreateACLConfirmation2,ResetPwdDisplayed,LockOfficePop,FilterACLPermission,UpdateDatalistWRemove,SuspendOnePartner,ValidateCreateTFARule,CreateApplication,AddPermissionToRole,RefreshSchedule,DisplayOneUser,CreateAppTemplate,SubmitExportAdminHistory,UnlockOffice,DupConfirm1,DupConfirm2,DeleteLoginAreaRobotic,UseSelectOffice,DisplayOrgaDetails,AddOfficeDod,ReloadRfdSecServers,DuplicateFromUsrConfirmation,DisplayOneAppli,CreateOrgaStep1,DisplayDirectTFARule,EnterAsACLtoRole,CreateSAPConf,DeleteExportSchedule,RemoveGUIRule,SearchLssMultipeak,FilterRecPtsByOrg,RemoveACLDelStep2,AssignUserPref,LinkCreateACLForRole,AddDataToACL,UpdateOGUPolicy,CreateDataListStep2,DisplayOneOGU,DeleteUser,DisplayACLforPermission,CreateTemplate,CopyDisplayedUser,RoleToAssignDetails,CreateRightsTempl,UpdateOneOrga,AddRmSubRole,CreatePartnership,CreateRole,CreateSignsTempl,FilterACLPtsForApp,DeleteLoginArea,RemovePermissionToRole,FilterDelPtsByOgu,SaveOfficesTemplate,CreateRole2,DuplicateFromExistingUser,UpdateData,AddAttribute,DisplayPrefValue,CreateUnitaryRole,RemoveOneUserPref,DuplicateToExistingUser,CreateOrgaStep3,FilterRolesForACL,AssignRole2,UpdateOneUserPref,DisplayInheritedTFARule,AssignRole1,PopupEditInheritedTFARule,DisplayUpdatePerm,FilterUser,UpdateOneOrgatoDefault,DeleteOneAppData2,AddNewLoginArea,TpfRefreshTable,CreateOfficesTempl,AddOfficeDodBack,UpdatePartnership,FilterConsumerOgu,BrowseOffice,FilterPermissionforApp,SearchACLForRole,DisplayDelegatedRolesForCons,SubmitExportData,UpdateGUIRule,UpdateOfficeMask,LoadRightsTemplate,SubmitExportRights,CreateOrgaBackStep1,CreateSubApp,CreateDataType,FilterHistory,UpDataConfirm,SearchParentRole,CreateOrgaUnit,DuplicateRole,CreateACLConfirmation3,CreateCompositeRole,SearchCrossApp,LoadSignsTemplate,UpdateSAPCmd
LDA6Topic4,2.75E-07,2.75E-07,2.75E-07,0.000413078,0.000550679,2.75E-07,2.75E-07,0.000275477,0.0007158,2.75E-07,0.000853401,2.75E-07,0.018658963,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.036849808,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.384154591,2.75E-07,2.75E-07,0.000220437,0.297245835,2.75E-07,0.000358038,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.000880921,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.001431325,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.000358038,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.013430127,2.75E-07,2.75E-07,2.75E-07,0.000165396,2.75E-07,2.75E-07,0.024878526,2.75E-07,2.75E-07,0.000358038,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.007348166,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.003412779,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.000247957,2.75E-07,2.75E-07,0.000991002,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,5.53E-05,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.001431325,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.78E-05,0.000825881,2.75E-07,0.00800865,0.049399014,0.015136379,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.002449572,2.75E-07,2.75E-07,0.012136678,2.75E-07,2.75E-07,0.000413078,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.78E-05,2.75E-07,0.000247957,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.029694559,0.017117833,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.78E-05,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.00077084,2.75E-07,2.75E-07,0.000440598,2.75E-07,2.75E-07,2.78E-05,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.000137876,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.052178553,2.75E-07,0.0007158,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,0.003247657,2.75E-07,2.75E-07,0.000165396,0.001266204,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.78E-05,0.008448973,2.75E-07,2.75E-07,2.75E-07,0.001651487,5.53E-05,2.75E-07
LDA9Topic2,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.001536434,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.000100514,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.012689859,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.000467843,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.000768384,3.34E-07,3.34E-07,3.34E-07,0.00283878,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.000167301,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,6.71E-05,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.000133908,3.37E-05,0.000100514,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.001135712,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.011320726,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.02467812,3.34E-07,3.34E-07,3.34E-07,0.000133908,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.000968745,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.561177868,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.000467843,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.373873805,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.002671813,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.002037337,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.000801778,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.000100514,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,0.001636615,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07,3.34E-07
LDA11Topic4,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,0.012102623,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,0.000777237,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,0.002284149,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,0.140260781,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,0.001224601,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,0.048621694,2.35E-07,2.35E-07,2.35E-07,0.000212145,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,0.001671966,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,0.418309593,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,0.003343696,2.35E-07,2.35E-07,0.019048545,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,0.352076101,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07
LDA11Topic10,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,0.006711018,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,0.00230345,3.97E-07,3.97E-07,3.97E-07,3.97E-07,0.181425399,0.0010328,3.97E-07,0.016677679,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,4.01E-05,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,0.350699811,3.97E-07,3.97E-07,0.000596014,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,0.022872098,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,0.010046474,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,4.01E-05,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,0.19286125,3.97E-07,3.97E-07,0.202192586,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,0.012389235,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07
LDA12Topic1,0.002187344,0.003499225,0.004286354,8.75E-07,8.75E-07,0.002624637,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.00035071,8.75E-07,8.75E-07,8.75E-07,0.002012426,8.75E-07,0.001225297,8.75E-07,8.75E-07,8.75E-07,0.005160942,8.75E-07,0.000962921,0.014781406,8.75E-07,0.02720055,0.002974473,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.000438168,8.75E-07,8.75E-07,8.75E-07,0.005073483,0.002887014,8.75E-07,0.00384906,0.017142792,0.000263251,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.00175005,8.75E-07,0.006472823,0.026063586,0.000438168,8.75E-07,8.75E-07,8.75E-07,0.010670844,0.021690648,0.008484375,8.75E-07,8.75E-07,8.75E-07,0.005510777,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.003411766,0.001312756,0.003236849,0.007085034,8.75E-07,8.75E-07,0.000438168,8.75E-07,8.75E-07,8.75E-07,0.000263251,8.75E-07,0.035596591,0.032010782,8.75E-07,8.75E-07,8.75E-07,0.001924967,0.004636189,0.011545431,8.75E-07,8.75E-07,8.75E-07,0.003236849,8.75E-07,8.75E-07,0.020203849,8.75E-07,8.75E-07,8.75E-07,0.006210447,0.001575132,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.0052484,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.00813454,0.045217055,8.75E-07,8.75E-07,0.00035071,0.022565235,8.75E-07,0.002274802,8.75E-07,8.75E-07,0.003936519,0.001924967,0.001924967,8.75E-07,8.75E-07,0.006822658,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.019591638,0.005860612,0.000438168,0.000962921,0.004723648,0.002974473,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.002099885,0.004461272,8.75E-07,0.000263251,8.75E-07,0.001662591,0.00175005,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.019066885,0.043642797,0.019591638,0.022040483,8.75E-07,8.75E-07,0.00035071,0.001837509,0.000175792,8.75E-07,8.75E-07,8.75E-07,0.000875462,8.75E-07,8.83E-05,8.75E-07,8.75E-07,8.75E-07,0.069792968,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.003411766,8.75E-07,8.75E-07,0.008309457,8.75E-07,8.75E-07,0.008484375,8.75E-07,8.75E-07,8.75E-07,0.00035071,8.75E-07,8.75E-07,8.83E-05,0.018454674,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.017055333,8.75E-07,8.75E-07,8.75E-07,0.122268226,8.75E-07,8.75E-07,0.002712096,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.002799555,8.75E-07,0.037170849,0.062184055,8.75E-07,0.002187344,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.001137839,8.75E-07,8.75E-07,0.006472823,0.000263251,0.007697246,8.75E-07,8.83E-05,8.75E-07,0.000263251,8.75E-07,8.75E-07,0.008396916,8.75E-07,0.007085034,8.75E-07,0.000962921,0.003499225,8.75E-07,8.75E-07,8.75E-07,0.019854014,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.83E-05,8.75E-07,8.75E-07,0.001837509,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.001400215,0.000263251,8.75E-07,0.012594936,0.00175005,0.000438168,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,8.75E-07,0.000175792,8.83E-05,8.75E-07,0.000525627,8.75E-07,8.75E-07,0.003061931,0.001487674,0.001225297,0.002362261,8.75E-07,8.75E-07
